GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14
1500000US360470243003,360470243003,"Block Group 3, Census Tract 243, Kings County, New York",1278,337,1183,324,78,68,76,68,76,68,0,12,2,4,0,12,2,4,0,12,0,12,0,12,0,12,17,29
1500000US360470244001,360470244001,"Block Group 1, Census Tract 244, Kings County, New York",748,282,641,288,107,109,107,109,107,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470244002,360470244002,"Block Group 2, Census Tract 244, Kings County, New York",1379,436,1262,441,50,57,50,57,50,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,112
1500000US360470244003,360470244003,"Block Group 3, Census Tract 244, Kings County, New York",1098,404,999,416,36,45,36,45,36,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,95
1500000US360470245001,360470245001,"Block Group 1, Census Tract 245, Kings County, New York",612,245,552,219,40,46,40,46,40,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,23
1500000US360470245002,360470245002,"Block Group 2, Census Tract 245, Kings County, New York",1564,448,1471,451,93,66,72,57,72,57,0,12,21,34,21,34,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470245003,360470245003,"Block Group 3, Census Tract 245, Kings County, New York",712,294,676,292,36,42,36,42,36,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470245004,360470245004,"Block Group 4, Census Tract 245, Kings County, New York",1148,418,1148,418,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470246001,360470246001,"Block Group 1, Census Tract 246, Kings County, New York",1172,318,1164,318,8,12,8,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470246002,360470246002,"Block Group 2, Census Tract 246, Kings County, New York",1258,283,1197,270,43,49,42,50,42,50,0,12,1,2,0,12,1,2,0,12,0,12,0,12,0,12,18,30
1500000US360470246003,360470246003,"Block Group 3, Census Tract 246, Kings County, New York",934,337,934,337,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470247001,360470247001,"Block Group 1, Census Tract 247, Kings County, New York",914,239,865,236,49,43,40,34,40,34,0,12,9,16,9,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470247002,360470247002,"Block Group 2, Census Tract 247, Kings County, New York",1069,272,934,265,115,73,89,53,89,53,0,12,26,36,26,36,0,12,0,12,0,12,0,12,0,12,20,22
1500000US360470248001,360470248001,"Block Group 1, Census Tract 248, Kings County, New York",1291,299,1255,298,22,21,12,13,12,13,0,12,10,17,10,17,0,12,0,12,0,12,0,12,0,12,14,23
1500000US360470248002,360470248002,"Block Group 2, Census Tract 248, Kings County, New York",1585,285,1521,293,64,59,64,59,64,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470249001,360470249001,"Block Group 1, Census Tract 249, Kings County, New York",825,287,683,245,142,116,82,74,82,74,0,12,60,58,60,58,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470249002,360470249002,"Block Group 2, Census Tract 249, Kings County, New York",1385,305,1067,268,299,171,266,167,254,166,12,19,33,39,21,23,12,19,0,12,0,12,0,12,0,12,19,30
1500000US360470249003,360470249003,"Block Group 3, Census Tract 249, Kings County, New York",958,272,725,262,233,147,156,91,156,91,0,12,77,123,77,123,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470249004,360470249004,"Block Group 4, Census Tract 249, Kings County, New York",422,180,371,185,51,64,41,48,41,48,0,12,10,20,10,20,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470250001,360470250001,"Block Group 1, Census Tract 250, Kings County, New York",746,202,703,203,43,53,43,53,43,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470250002,360470250002,"Block Group 2, Census Tract 250, Kings County, New York",967,221,872,203,22,31,22,31,22,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,54
1500000US360470251001,360470251001,"Block Group 1, Census Tract 251, Kings County, New York",805,249,745,240,60,48,51,41,51,41,0,12,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470251002,360470251002,"Block Group 2, Census Tract 251, Kings County, New York",1610,397,1389,361,212,119,118,94,118,94,0,12,94,82,94,82,0,12,0,12,0,12,0,12,0,12,9,16
1500000US360470251003,360470251003,"Block Group 3, Census Tract 251, Kings County, New York",1103,391,995,390,108,76,78,56,78,56,0,12,13,22,13,22,0,12,17,26,0,12,17,26,0,12,0,12
1500000US360470252001,360470252001,"Block Group 1, Census Tract 252, Kings County, New York",989,458,921,442,68,94,68,94,68,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470252002,360470252002,"Block Group 2, Census Tract 252, Kings County, New York",1841,470,1683,466,150,130,150,130,150,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12
1500000US360470252003,360470252003,"Block Group 3, Census Tract 252, Kings County, New York",1546,416,1379,395,130,137,130,137,130,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,58
1500000US360470252004,360470252004,"Block Group 4, Census Tract 252, Kings County, New York",1456,394,1334,361,16,18,16,18,16,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,106,160
1500000US360470253001,360470253001,"Block Group 1, Census Tract 253, Kings County, New York",1005,252,724,267,261,168,146,104,146,104,0,12,115,92,98,89,17,25,0,12,0,12,0,12,0,12,20,31
1500000US360470253002,360470253002,"Block Group 2, Census Tract 253, Kings County, New York",844,265,764,247,80,71,80,71,79,71,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470253003,360470253003,"Block Group 3, Census Tract 253, Kings County, New York",317,173,295,176,22,35,22,35,22,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470254001,360470254001,"Block Group 1, Census Tract 254, Kings County, New York",1193,275,993,243,200,194,200,194,200,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470254002,360470254002,"Block Group 2, Census Tract 254, Kings County, New York",1004,379,825,359,179,179,170,179,170,179,0,12,9,13,0,12,9,13,0,12,0,12,0,12,0,12,0,12
1500000US360470254003,360470254003,"Block Group 3, Census Tract 254, Kings County, New York",1683,343,1602,321,57,40,57,40,57,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,37
1500000US360470255001,360470255001,"Block Group 1, Census Tract 255, Kings County, New York",2441,409,2304,421,115,100,115,100,115,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,23
1500000US360470255002,360470255002,"Block Group 2, Census Tract 255, Kings County, New York",2549,470,2452,468,90,82,90,82,90,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11
1500000US360470256001,360470256001,"Block Group 1, Census Tract 256, Kings County, New York",1325,198,1313,199,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19
1500000US360470256002,360470256002,"Block Group 2, Census Tract 256, Kings County, New York",1886,316,1839,310,8,14,8,14,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,45
1500000US360470257001,360470257001,"Block Group 1, Census Tract 257, Kings County, New York",1056,316,937,296,104,95,89,74,76,72,13,20,15,24,15,24,0,12,0,12,0,12,0,12,0,12,15,24
1500000US360470257002,360470257002,"Block Group 2, Census Tract 257, Kings County, New York",514,173,485,184,29,31,18,24,18,24,0,12,11,18,0,12,11,18,0,12,0,12,0,12,0,12,0,12
1500000US360470257003,360470257003,"Block Group 3, Census Tract 257, Kings County, New York",374,128,347,137,27,28,18,31,18,31,0,12,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470258001,360470258001,"Block Group 1, Census Tract 258, Kings County, New York",1485,371,1395,385,90,123,1,2,1,2,0,12,89,123,89,123,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470258002,360470258002,"Block Group 2, Census Tract 258, Kings County, New York",1288,339,1197,371,91,116,91,116,91,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470258003,360470258003,"Block Group 3, Census Tract 258, Kings County, New York",1686,373,1618,392,68,79,52,74,52,74,0,12,16,20,8,13,8,14,0,12,0,12,0,12,0,12,0,12
1500000US360470259011,360470259011,"Block Group 1, Census Tract 259.01, Kings County, New York",1709,267,1432,214,277,143,258,139,250,136,8,14,19,23,10,17,9,15,0,12,0,12,0,12,0,12,0,12
1500000US360470259021,360470259021,"Block Group 1, Census Tract 259.02, Kings County, New York",3554,416,3406,434,148,111,97,91,97,91,0,12,51,61,51,61,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470260001,360470260001,"Block Group 1, Census Tract 260, Kings County, New York",1163,360,1100,349,21,24,11,19,11,19,0,12,10,15,0,12,10,15,0,12,0,12,0,12,0,12,42,57
1500000US360470260002,360470260002,"Block Group 2, Census Tract 260, Kings County, New York",731,198,693,197,38,37,38,37,38,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470260003,360470260003,"Block Group 3, Census Tract 260, Kings County, New York",1767,421,1534,403,173,167,173,167,173,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,77
1500000US360470261001,360470261001,"Block Group 1, Census Tract 261, Kings County, New York",1431,560,1253,579,154,247,112,184,112,184,0,12,42,65,0,12,42,65,0,12,0,12,0,12,0,12,24,27
1500000US360470261002,360470261002,"Block Group 2, Census Tract 261, Kings County, New York",612,307,528,282,84,91,83,91,83,91,0,12,1,2,0,12,1,2,0,12,0,12,0,12,0,12,0,12
1500000US360470261003,360470261003,"Block Group 3, Census Tract 261, Kings County, New York",876,294,861,292,15,25,15,25,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470261004,360470261004,"Block Group 4, Census Tract 261, Kings County, New York",1146,361,794,351,341,161,227,134,214,135,13,21,114,85,64,48,50,41,0,12,0,12,0,12,0,12,11,18
1500000US360470261005,360470261005,"Block Group 5, Census Tract 261, Kings County, New York",730,284,553,261,177,137,133,116,133,116,0,12,44,72,44,72,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470262001,360470262001,"Block Group 1, Census Tract 262, Kings County, New York",1242,326,1197,317,45,59,36,56,36,56,0,12,9,15,0,12,9,15,0,12,0,12,0,12,0,12,0,12
1500000US360470262002,360470262002,"Block Group 2, Census Tract 262, Kings County, New York",1215,294,1182,290,29,25,10,15,10,15,0,12,19,22,19,22,0,12,0,12,0,12,0,12,0,12,4,6
1500000US360470263001,360470263001,"Block Group 1, Census Tract 263, Kings County, New York",1995,320,1854,318,141,85,102,72,102,72,0,12,39,42,39,42,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470264001,360470264001,"Block Group 1, Census Tract 264, Kings County, New York",970,323,970,323,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470264002,360470264002,"Block Group 2, Census Tract 264, Kings County, New York",1138,316,1115,319,23,32,23,32,23,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470264003,360470264003,"Block Group 3, Census Tract 264, Kings County, New York",1406,312,1229,283,166,150,155,149,155,149,0,12,11,16,11,16,0,12,0,12,0,12,0,12,0,12,11,16
1500000US360470264004,360470264004,"Block Group 4, Census Tract 264, Kings County, New York",989,276,958,293,16,26,16,26,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25
1500000US360470265001,360470265001,"Block Group 1, Census Tract 265, Kings County, New York",1050,388,958,381,92,75,74,69,74,69,0,12,18,29,18,29,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470265002,360470265002,"Block Group 2, Census Tract 265, Kings County, New York",1113,291,990,306,123,92,82,64,82,64,0,12,41,65,41,65,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470265003,360470265003,"Block Group 3, Census Tract 265, Kings County, New York",925,283,731,267,194,122,120,99,118,99,2,4,66,61,34,49,32,39,8,11,6,9,2,4,0,12,0,12
1500000US360470265004,360470265004,"Block Group 4, Census Tract 265, Kings County, New York",824,261,691,217,108,137,108,137,108,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,36
1500000US360470266001,360470266001,"Block Group 1, Census Tract 266, Kings County, New York",1367,384,1367,384,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470266002,360470266002,"Block Group 2, Census Tract 266, Kings County, New York",1203,437,1191,441,3,9,3,9,3,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16
1500000US360470266003,360470266003,"Block Group 3, Census Tract 266, Kings County, New York",1042,323,1042,323,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470267001,360470267001,"Block Group 1, Census Tract 267, Kings County, New York",525,188,379,147,146,89,131,85,131,85,0,12,15,23,15,23,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470267002,360470267002,"Block Group 2, Census Tract 267, Kings County, New York",675,267,615,266,60,43,18,22,18,22,0,12,42,36,16,14,26,31,0,12,0,12,0,12,0,12,0,12
1500000US360470267003,360470267003,"Block Group 3, Census Tract 267, Kings County, New York",1037,343,806,244,231,204,219,202,219,202,0,12,12,20,0,12,12,20,0,12,0,12,0,12,0,12,0,12
1500000US360470267004,360470267004,"Block Group 4, Census Tract 267, Kings County, New York",780,260,688,242,92,117,24,38,0,12,24,38,68,109,68,109,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470268001,360470268001,"Block Group 1, Census Tract 268, Kings County, New York",1144,320,1061,327,53,65,53,65,53,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,46
1500000US360470268002,360470268002,"Block Group 2, Census Tract 268, Kings County, New York",799,327,774,300,25,40,25,40,25,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470268003,360470268003,"Block Group 3, Census Tract 268, Kings County, New York",1117,398,951,372,106,94,106,94,106,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,96
1500000US360470268004,360470268004,"Block Group 4, Census Tract 268, Kings County, New York",1112,351,1048,347,64,71,31,48,31,48,0,12,33,50,33,50,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470269001,360470269001,"Block Group 1, Census Tract 269, Kings County, New York",904,267,904,267,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470269002,360470269002,"Block Group 2, Census Tract 269, Kings County, New York",714,243,650,242,41,39,41,39,41,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,35
1500000US360470269003,360470269003,"Block Group 3, Census Tract 269, Kings County, New York",810,172,634,180,165,102,129,88,107,80,22,38,36,51,8,12,28,50,0,12,0,12,0,12,0,12,11,21
1500000US360470270001,360470270001,"Block Group 1, Census Tract 270, Kings County, New York",1010,245,863,220,138,126,131,124,131,124,0,12,7,11,7,11,0,12,0,12,0,12,0,12,0,12,9,15
1500000US360470270002,360470270002,"Block Group 2, Census Tract 270, Kings County, New York",1157,350,1024,263,133,176,133,176,133,176,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470271001,360470271001,"Block Group 1, Census Tract 271, Kings County, New York",1829,303,1716,314,113,59,72,56,72,56,0,12,41,42,41,42,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470271002,360470271002,"Block Group 2, Census Tract 271, Kings County, New York",759,197,632,197,112,145,112,145,112,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,21
1500000US360470272001,360470272001,"Block Group 1, Census Tract 272, Kings County, New York",743,193,585,196,158,121,158,121,158,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470272002,360470272002,"Block Group 2, Census Tract 272, Kings County, New York",1466,376,1336,417,130,110,116,95,116,95,0,12,14,22,14,22,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470272003,360470272003,"Block Group 3, Census Tract 272, Kings County, New York",1092,291,1056,286,29,51,29,51,29,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12
1500000US360470273001,360470273001,"Block Group 1, Census Tract 273, Kings County, New York",929,323,880,316,49,72,46,69,46,69,0,12,3,12,1,12,2,4,0,12,0,12,0,12,0,12,0,12
1500000US360470273002,360470273002,"Block Group 2, Census Tract 273, Kings County, New York",421,217,410,215,11,18,11,18,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470273003,360470273003,"Block Group 3, Census Tract 273, Kings County, New York",1296,266,1228,254,50,59,38,44,38,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,34,18,29
1500000US360470274001,360470274001,"Block Group 1, Census Tract 274, Kings County, New York",1051,308,988,308,63,78,47,74,47,74,0,12,16,25,16,25,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470274002,360470274002,"Block Group 2, Census Tract 274, Kings County, New York",1685,292,1601,279,11,16,2,5,2,5,0,12,9,13,0,12,9,13,0,12,0,12,0,12,0,12,73,119
1500000US360470275001,360470275001,"Block Group 1, Census Tract 275, Kings County, New York",1277,399,907,359,355,234,327,236,327,236,0,12,28,37,28,37,0,12,0,12,0,12,0,12,0,12,15,22
1500000US360470275002,360470275002,"Block Group 2, Census Tract 275, Kings County, New York",1143,346,939,317,204,149,192,148,192,148,0,12,12,21,12,21,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470275003,360470275003,"Block Group 3, Census Tract 275, Kings County, New York",681,251,602,238,79,71,21,43,21,43,0,12,58,57,21,24,37,48,0,12,0,12,0,12,0,12,0,12
1500000US360470275004,360470275004,"Block Group 4, Census Tract 275, Kings County, New York",1060,281,756,251,304,216,274,209,274,209,0,12,30,50,30,50,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470276001,360470276001,"Block Group 1, Census Tract 276, Kings County, New York",1871,573,1757,558,96,98,96,98,96,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30
1500000US360470276002,360470276002,"Block Group 2, Census Tract 276, Kings County, New York",845,349,709,292,96,119,29,48,29,48,0,12,67,109,67,109,0,12,0,12,0,12,0,12,0,12,40,47
1500000US360470276003,360470276003,"Block Group 3, Census Tract 276, Kings County, New York",1157,413,1068,392,89,98,89,98,89,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470277001,360470277001,"Block Group 1, Census Tract 277, Kings County, New York",1285,369,1073,340,212,167,198,171,198,171,0,12,14,23,14,23,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470277002,360470277002,"Block Group 2, Census Tract 277, Kings County, New York",651,270,651,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470277003,360470277003,"Block Group 3, Census Tract 277, Kings County, New York",610,351,534,348,76,53,76,53,76,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470277004,360470277004,"Block Group 4, Census Tract 277, Kings County, New York",1795,477,1632,458,163,175,129,166,129,166,0,12,0,12,0,12,0,12,34,53,34,53,0,12,0,12,0,12
1500000US360470278001,360470278001,"Block Group 1, Census Tract 278, Kings County, New York",1478,327,1420,320,22,35,22,35,22,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,57
1500000US360470278002,360470278002,"Block Group 2, Census Tract 278, Kings County, New York",1307,392,1140,329,167,258,167,258,167,258,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470279001,360470279001,"Block Group 1, Census Tract 279, Kings County, New York",693,252,542,205,151,129,135,119,135,119,0,12,16,27,16,27,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470279002,360470279002,"Block Group 2, Census Tract 279, Kings County, New York",1460,413,1378,416,82,73,59,70,59,70,0,12,23,26,0,12,23,26,0,12,0,12,0,12,0,12,0,12
1500000US360470279003,360470279003,"Block Group 3, Census Tract 279, Kings County, New York",850,309,768,293,82,65,56,61,56,61,0,12,26,31,26,31,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470279004,360470279004,"Block Group 4, Census Tract 279, Kings County, New York",802,290,783,288,19,24,12,20,12,20,0,12,7,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470280000,360470280000,"Block Group 0, Census Tract 280, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470280001,360470280001,"Block Group 1, Census Tract 280, Kings County, New York",793,196,650,179,137,124,137,124,127,123,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9
1500000US360470280002,360470280002,"Block Group 2, Census Tract 280, Kings County, New York",849,246,799,244,18,23,18,23,18,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,52
1500000US360470281001,360470281001,"Block Group 1, Census Tract 281, Kings County, New York",1878,426,1710,419,150,183,141,182,131,181,10,16,9,14,0,12,9,14,0,12,0,12,0,12,0,12,18,28
1500000US360470281002,360470281002,"Block Group 2, Census Tract 281, Kings County, New York",1629,499,1265,401,161,126,113,105,113,105,0,12,48,75,0,12,48,75,0,12,0,12,0,12,0,12,203,227
1500000US360470281003,360470281003,"Block Group 3, Census Tract 281, Kings County, New York",1416,509,1226,493,190,174,48,55,48,55,0,12,142,167,142,167,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470282000,360470282000,"Block Group 0, Census Tract 282, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470282001,360470282001,"Block Group 1, Census Tract 282, Kings County, New York",1679,302,1587,315,92,57,92,57,92,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470282002,360470282002,"Block Group 2, Census Tract 282, Kings County, New York",879,340,662,263,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,217,210
1500000US360470282003,360470282003,"Block Group 3, Census Tract 282, Kings County, New York",481,220,461,221,20,21,20,21,11,16,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470283001,360470283001,"Block Group 1, Census Tract 283, Kings County, New York",1269,366,1120,355,149,70,89,50,83,53,6,12,52,44,19,32,33,31,8,14,0,12,8,14,0,12,0,12
1500000US360470283002,360470283002,"Block Group 2, Census Tract 283, Kings County, New York",1437,408,1202,391,235,187,212,184,212,184,0,12,23,37,0,12,23,37,0,12,0,12,0,12,0,12,0,12
1500000US360470283003,360470283003,"Block Group 3, Census Tract 283, Kings County, New York",909,335,735,306,153,164,153,164,153,164,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33
1500000US360470284001,360470284001,"Block Group 1, Census Tract 284, Kings County, New York",1135,379,875,285,75,82,75,82,75,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,185,275
1500000US360470284002,360470284002,"Block Group 2, Census Tract 284, Kings County, New York",1059,260,1015,258,14,21,14,21,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,43
1500000US360470284003,360470284003,"Block Group 3, Census Tract 284, Kings County, New York",1566,416,1483,376,83,94,73,92,73,92,0,12,10,17,10,17,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470285011,360470285011,"Block Group 1, Census Tract 285.01, Kings County, New York",377,280,314,276,63,45,54,40,54,40,0,12,7,12,0,12,7,12,2,5,2,5,0,12,0,12,0,12
1500000US360470285021,360470285021,"Block Group 1, Census Tract 285.02, Kings County, New York",2655,184,2607,183,36,49,36,49,36,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,21
1500000US360470286000,360470286000,"Block Group 0, Census Tract 286, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470286001,360470286001,"Block Group 1, Census Tract 286, Kings County, New York",934,239,904,238,14,22,14,22,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25
1500000US360470286002,360470286002,"Block Group 2, Census Tract 286, Kings County, New York",625,210,586,203,39,61,39,61,39,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470286003,360470286003,"Block Group 3, Census Tract 286, Kings County, New York",661,272,439,215,206,147,192,150,192,150,0,12,14,22,14,22,0,12,0,12,0,12,0,12,0,12,16,25
1500000US360470286004,360470286004,"Block Group 4, Census Tract 286, Kings County, New York",1343,574,1280,581,63,71,63,71,63,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470286005,360470286005,"Block Group 5, Census Tract 286, Kings County, New York",761,287,761,287,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470287001,360470287001,"Block Group 1, Census Tract 287, Kings County, New York",834,366,767,370,67,81,43,63,43,63,0,12,24,43,24,43,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470287002,360470287002,"Block Group 2, Census Tract 287, Kings County, New York",375,163,320,153,55,46,55,46,55,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470287003,360470287003,"Block Group 3, Census Tract 287, Kings County, New York",1491,302,1202,313,258,239,112,117,112,117,0,12,146,159,34,47,112,133,0,12,0,12,0,12,0,12,31,38
1500000US360470288001,360470288001,"Block Group 1, Census Tract 288, Kings County, New York",1119,257,1107,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19
1500000US360470288002,360470288002,"Block Group 2, Census Tract 288, Kings County, New York",647,198,620,196,8,12,8,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30
1500000US360470288003,360470288003,"Block Group 3, Census Tract 288, Kings County, New York",1141,369,1024,358,117,111,93,106,93,106,0,12,24,35,24,35,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470289001,360470289001,"Block Group 1, Census Tract 289, Kings County, New York",723,316,703,317,20,36,20,36,10,18,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470289002,360470289002,"Block Group 2, Census Tract 289, Kings County, New York",477,157,432,154,26,29,26,29,26,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,29
1500000US360470289003,360470289003,"Block Group 3, Census Tract 289, Kings County, New York",760,332,722,338,38,42,20,33,20,33,0,12,18,29,0,12,18,29,0,12,0,12,0,12,0,12,0,12
1500000US360470289004,360470289004,"Block Group 4, Census Tract 289, Kings County, New York",1533,377,1312,346,178,138,153,142,153,142,0,12,25,45,0,12,25,45,0,12,0,12,0,12,0,12,43,57
1500000US360470290001,360470290001,"Block Group 1, Census Tract 290, Kings County, New York",1556,328,1544,328,12,20,12,20,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470290002,360470290002,"Block Group 2, Census Tract 290, Kings County, New York",1130,340,1024,333,106,79,106,79,106,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
